Year,Month,State,Primary Mode,Etiology,Serotype or Genotype,Etiology Status,Setting,Illnesses,Hospitalizations,Info On Hospitalizations,Deaths,Info On Deaths,Food Vehicle,Food Contaminated Ingredient,IFSAC Category,Water Exposure,Water Type,Animal Type,RECORD_KEY,Load Date,year_month,date_key
2012,12,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,26,0,26,0,26,,,,,,,1d9c116cb392d115,2024-12-20,2012-12,20121201
2012,6,Michigan,Food,,,,Banquet Facility (food prepared and served on-site);Private home/residence,18,0,18,0,18,chicken salad,,Multiple,,,,1d9ccf4b5064f82e,2024-12-20,2012-06,20120601
2014,7,Michigan,Person-to-person,Shigella sonnei,,Confirmed,Child daycare/preschool,9,0,9,0,9,,,,,,,1d9dc94663191b83,2024-12-20,2014-07,20140701
2021,5,Colorado,Person-to-person,Norovirus unknown,,Suspected,Child daycare/preschool,6,0,6,0,6,,,,,,,1d9e9453fb4a0533,2024-12-20,2021-05,20210501
2009,2,Massachusetts,Person-to-person,,,,Long-term care/nursing home/assisted living facility,29,2,29,0,29,,,,,,,1d9fc9ac8078eebb,2024-12-20,2009-02,20090201
2019,1,Pennsylvania,Person-to-person,Norovirus unknown,,Suspected,Other healthcare facility,10,0,10,0,10,,,,,,,1da1aefbab1f88db,2024-12-20,2019-01,20190101
2022,3,Kentucky,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,5,2,5,0,5,,,,,,,1da2d4ef63a5ea8a,2024-12-20,2022-03,20220301
2017,3,Illinois,Animal contact,Cryptosporidium,,Confirmed,Farm/dairy/agricultural setting,7,0,7,0,7,,,,,,Goat,1da319a84be87c09,2024-12-20,2017-03,20170301
2012,5,West Virginia,Person-to-person,,,,Long-term care/nursing home/assisted living facility,17,0,17,0,17,,,,,,,1da3a64ed80dfc5b,2024-12-20,2012-05,20120501
2013,11,Illinois,Person-to-person,Norovirus Genogroup II,,Suspected,,46,0,46,1,46,,,,,,,1da3b9744b617e74,2024-12-20,2013-11,20131101
2018,12,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,39,1,23,0,23,,,,,,,1da4595acf0ce997,2024-12-20,2018-12,20181201
2020,1,Iowa,Person-to-person,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,55,0,4,0,4,,,,,,,1da4a6e31cd4c26f,2024-12-20,2020-01,20200101
2023,3,Colorado,Person-to-person,Norovirus unknown,,Suspected,School/college/university,23,0,23,0,23,,,,,,,1da61cd9f3faa72b,2024-12-20,2023-03,20230301
2003,3,Michigan,Food,,,,Restaurant: Other,2,,,,,,,,,,,1da64412f2c464ec,2024-12-20,2003-03,20030301
2013,1,Illinois,Person-to-person,Norovirus Genogroup II,,Suspected,,13,0,13,0,13,,,,,,,1da64850660d1636,2024-12-20,2013-01,20130101
2016,3,Michigan,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,3,0,3,0,3,,,,,,,1da7339b1b2c23bb,2024-12-20,2016-03,20160301
2018,4,Mississippi,Person-to-person,Norovirus Genogroup II,,Suspected,Long-term care/nursing home/assisted living facility,15,0,15,0,15,,,,,,,1dab58d93db64497,2024-12-20,2018-04,20180401
2014,3,Mississippi,Person-to-person,Norovirus Genogroup II,,Confirmed,Long-term care/nursing home/assisted living facility,48,0,48,0,48,,,,,,,1dab91f2f185b0b9,2024-12-20,2014-03,20140301
2018,5,Pennsylvania,Indeterminate/unknown,Campylobacter jejuni,,Suspected,Restaurant,2,0,2,0,2,,,,,,,1dad8268b8d9f552,2024-12-20,2018-05,20180501
2022,3,Illinois,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,7,0,0,0,0,,,,,,,1dad9e8a6ae2b9f5,2024-12-20,2022-03,20220301
2016,11,Wisconsin,Food,Norovirus Genogroup II,unknown,Suspected,Restaurant: Sit-down dining,20,0,20,0,20,,,,,,,1dae794a83666cef,2024-12-20,2016-11,20161101
2018,1,Virginia,Person-to-person,Norovirus,,Suspected,School/college/university,27,0,27,0,27,,,,,,,1db2f83e8e0ec27c,2024-12-20,2018-01,20180101
2006,12,California,Food,Norovirus Genogroup I,,Suspected,Restaurant: Other,8,0,8,0,8,,,,,,,1db3c87c467543ec,2024-12-20,2006-12,20061201
2021,2,Alabama,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,25,0,23,0,4,,,,,,,1db47630a6b4b732,2024-12-20,2021-02,20210201
2016,10,Minnesota,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,12,0,0,0,0,,,,,,,1db66ac95ad61243,2024-12-20,2016-10,20161001
2011,10,California,Food,Other - Chemical/Toxin,,Suspected,Restaurant: Sit-down dining,8,0,8,0,8,"sauce, contains glacial acetic acid",,Multiple,,,,1db86835f073f720,2024-12-20,2011-10,20111001
2016,2,Michigan,Person-to-person,Norovirus,,Suspected,Hospital,6,6,6,0,6,,,,,,,1db9a4fffae6fb6a,2024-12-20,2016-02,20160201
2014,6,Illinois,Person-to-person,Norovirus Genogroup I,,Confirmed,,12,0,12,0,12,,,,,,,1dbca98ad673c9e7,2024-12-20,2014-06,20140601
2011,8,Minnesota,Indeterminate/unknown,Norovirus,,Suspected,,6,0,6,0,6,,,,,,,1dbd719be4ef76ff,2024-12-20,2011-08,20110801
1999,6,Missouri,Water,Salmonella enterica,Typhimurium,Confirmed,Community/municipality,124,17,,0,,,,,Drinking water,Community,,1dbd9f74010a24a4,2024-12-20,1999-06,19990601
2023,6,Washington,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,10,0,,,,,,,,,,1dc0c2a909f4dab5,2024-12-20,2023-06,20230601
2013,11,Ohio,Person-to-person,Norovirus Genogroup I,GI.3,Confirmed,Correctional/detention facility,49,2,46,0,46,,,,,,,1dc11c3d375faee5,2024-12-20,2013-11,20131101
2020,2,Mississippi,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,5,0,5,0,5,,,,,,,1dc36aab1a8b0f8a,2024-12-20,2020-02,20200201
2017,1,Nebraska,Person-to-person,Norovirus,,Suspected,School/college/university,118,0,9,0,9,,,,,,,1dc382cc0d459048,2024-12-20,2017-01,20170101
2019,5,Washington,Food,,,,Restaurant: Buffet,9,0,0,0,0,,,,,,,1dc43cf214473915,2024-12-20,2019-05,20190501
2008,6,Ohio,Food,,,,Restaurant: Other,2,0,2,0,2,,,,,,,1dc80c9c83c527a3,2024-12-20,2008-06,20080601
2021,1,Ohio,Indeterminate/unknown,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,40,0,40,0,40,,,,,,,1dc883acd329300c,2024-12-20,2021-01,20210101
2016,12,Pennsylvania,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,25,0,25,0,25,,,,,,,1dc9973a4aa186bb,2024-12-20,2016-12,20161201
2023,3,Oregon,Person-to-person,,,,School/college/university,11,0,11,0,11,,,,,,,1dcc00ed6ac3b444,2024-12-20,2023-03,20230301
2007,6,Maryland,Water,Norovirus Genogroup II,,Confirmed,Fee-based facility/membership club,94,1,,0,,,,,Drinking water,Non-Transient Non-Community,,1dce2ba6cc044cc3,2024-12-20,2007-06,20070601
2018,8,Texas,Food,Vibrio unknown;Vibrio parahaemolyticus,unknown,Confirmed;Confirmed,Restaurant: Sit-down dining,3,0,2,0,2,raw oysters,,Mollusks,,,,1dce95de0e0d8e79,2024-12-20,2018-08,20180801
2004,10,Texas,Food,,,,Restaurant: Other,11,,,,,"tomato, unspecified",,Seeded Vegetables,,,,1dcfff963904bb1b,2024-12-20,2004-10,20041001
2010,1,Florida,Food,Norovirus Genogroup II,,Confirmed,Restaurant: Sit-down dining,15,0,14,0,15,greek salad,,Multiple,,,,1dd07c95d97c3f0e,2024-12-20,2010-01,20100101
2003,10,Oregon,Food,Salmonella enterica,Oranienburg,Confirmed,Other,5,2,2,0,0,,,,,,,1dd2207f28e668ad,2024-12-20,2003-10,20031001
2009,12,Kansas,Food,Norovirus unknown,,Confirmed,Restaurant: Sit-down dining,14,0,14,0,14,pizza,,Multiple,,,,1dd2b51a004a18ad,2024-12-20,2009-12,20091201
2015,10,Ohio,Food,Other - Chemical/Toxin,,Confirmed,Restaurant: Sit-down dining,13,0,9,0,9,honey mustard carrot and cauliflower salad,,Multiple,,,,1dd3b5e4ac9f2da3,2024-12-20,2015-10,20151001
2019,12,Ohio,Person-to-person,Norovirus Genogroup II;Norovirus Genogroup II,unknown;GII.P16 GII.4 Sydney,Suspected;Confirmed,Long-term care/nursing home/assisted living facility,26,0,26,0,26,,,,,,,1dd4d211688406c3,2024-12-20,2019-12,20191201
2014,3,Indiana,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,18,0,0,0,0,,,,,,,1dd6be9794dd7993,2024-12-20,2014-03,20140301
2021,12,Indiana,Person-to-person,Norovirus,,Suspected,School/college/university,34,0,34,0,34,,,,,,,1dd7bac721b547e0,2024-12-20,2021-12,20211201
2017,6,Illinois,Food,Salmonella enterica;Salmonella enterica,"Havana;I 4,[5],12:i:-",Suspected;Suspected,Grocery store/bakery/deli/convenience store,2,1,2,0,2,,,,,,,1dd9606ad27ad0b2,2024-12-20,2017-06,20170601
2014,7,Oregon,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,10,,10,,10,,,,,,,1dd984e2e8c85882,2024-12-20,2014-07,20140701
2012,1,New York,Person-to-person,Norovirus,,Suspected,,6,,,,,,,,,,,1ddb005d97114d67,2024-12-20,2012-01,20120101
2012,3,New Hampshire,Person-to-person,Norovirus Genogroup II,GII.4 New Orleans,Confirmed,Long-term care/nursing home/assisted living facility,39,0,39,0,39,,,,,,,1ddc1745eafec059,2024-12-20,2012-03,20120301
2008,4,Alabama,Food,Staphylococcus aureus,,Confirmed,Child daycare/preschool;Religious facility,43,3,41,0,42,"green beans, unspecified;chicken and rice;cake, brownie",,Multiple,,,,1ddc1c58a3b8a674,2024-12-20,2008-04,20080401
2010,1,Wisconsin,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,42,3,42,0,42,,,,,,,1dde65a7f92d1000,2024-12-20,2010-01,20100101
2000,4,Mississippi,Food,Bacillus other;Clostridium perfringens,,Confirmed;Confirmed,Private home/residence,5,,,,,"Peppers, bell;onion, unspecified;ground beef, unspecified",rice,Grains-beans,,,,1dde79a85482ccc4,2024-12-20,2000-04,20000401
2018,6,West Virginia,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,11,0,11,0,11,,,,,,,1ddf8266e3992724,2024-12-20,2018-06,20180601
2012,12,Nebraska,Indeterminate/unknown,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,74,0,0,0,0,,,,,,,1ddfb99363202a94,2024-12-20,2012-12,20121201
2018,11,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,18,4,18,0,18,,,,,,,1de1622dfa1de6a1,2024-12-20,2018-11,20181101
1998,11,Pennsylvania,Food,,,,Restaurant: Other,135,,95,,95,,,,,,,1de168c1696d17cb,2024-12-20,1998-11,19981101
2017,2,Arizona,Person-to-person,,,,School/college/university,233,0,233,0,233,,,,,,,1de21e7df58ac762,2024-12-20,2017-02,20170201
2020,2,Missouri,Indeterminate/unknown,,,,Event space,40,,0,,0,,,,,,,1de2ea487f560e3c,2024-12-20,2020-02,20200201
2018,9,Colorado,Food,Salmonella enterica;Salmonella enterica,Idikan;Typhimurium,Suspected;Confirmed,Other,6,0,6,0,6,jerky,"beef, jerky",Beef,,,,1de3ca956ad25b7c,2024-12-20,2018-09,20180901
2015,2,Pennsylvania,Food,Norovirus,,Confirmed,Restaurant: Sit-down dining,87,0,87,0,87,,,,,,,1de3cca124c19ba5,2024-12-20,2015-02,20150201
2007,6,Colorado,Water,Shigella flexneri,serotype 1 unspecified,Confirmed,Outdoor Area,2,1,,0,,,,,Recreational water -- untreated,Lake/Reservoir,,1de402b6e3a52b00,2024-12-20,2007-06,20070601
2013,12,Illinois,Person-to-person,Norovirus unknown,,Suspected,,13,0,13,0,13,,,,,,,1de44de1f7f34504,2024-12-20,2013-12,20131201
2016,4,California,Food,Norovirus unknown,,Suspected,Caterer;Restaurant: Fast-food (drive up service or pay at counter),5,0,5,0,5,pico de gallo,,N/A,,,,1de8bb32e6d26807,2024-12-20,2016-04,20160401
2022,2,Colorado,Person-to-person,Norovirus unknown,,Suspected,Child daycare/preschool,19,0,19,0,19,,,,,,,1de8bf60bdb7a523,2024-12-20,2022-02,20220201
2009,3,Wisconsin,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,44,0,44,0,44,,,,,,,1de9590ecd7e9e2e,2024-12-20,2009-03,20090301
2015,5,Illinois,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,7,0,7,0,7,,,,,,,1dea88e5fac8b2d4,2024-12-20,2015-05,20150501
2013,5,Pennsylvania,Food,,,,Restaurant: Sit-down dining,35,0,35,0,35,,,,,,,1deac02bff7b0dfa,2024-12-20,2013-05,20130501
2010,3,New York,Person-to-person,Norovirus,,Suspected,,15,,,,,,,,,,,1deb6c0b277b4724,2024-12-20,2010-03,20100301
2010,6,Iowa,Food,Salmonella enterica,Enteritidis,Confirmed,,4,0,4,0,4,"eggs, unspecified",,Eggs,,,,1deec8c2dc33a512,2024-12-20,2010-06,20100601
2001,10,Tennessee,Food,Norovirus unknown,,Confirmed,Private home/residence,9,0,5,0,5,,,,,,,1def5da95dbd3fad,2024-12-20,2001-10,20011001
2022,3,Colorado,Person-to-person,Cryptosporidium unknown;Norovirus unknown,,Suspected;Suspected,Child daycare/preschool,7,0,7,0,7,,,,,,,1defb259fab1fae7,2024-12-20,2022-03,20220301
2015,9,Minnesota,Person-to-person,Norovirus,,Suspected,Other,10,0,0,0,10,,,,,,,1defd8c36b33cedd,2024-12-20,2015-09,20150901
2006,7,Pennsylvania,Food,,,,Restaurant: Other,50,0,21,0,21,,,,,,,1df1058b44b10e2b,2024-12-20,2006-07,20060701
2022,4,Maine,Person-to-person,,,,Long-term care/nursing home/assisted living facility,24,0,24,0,24,,,,,,,1df1c058a1563686,2024-12-20,2022-04,20220401
2022,1,Colorado,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,68,0,68,0,68,,,,,,,1df25452b1c27d5d,2024-12-20,2022-01,20220101
2010,5,Ohio,Person-to-person,Salmonella enterica,Typhimurium,Confirmed,Private home/residence,2,0,0,0,0,,,,,,,1df27489b9946b96,2024-12-20,2010-05,20100501
2001,12,Tennessee,Food,Staphylococcus aureus,,Confirmed,Private home/residence,19,0,19,0,19,"ham, unspecified",,Pork,,,,1df32088c4f677fd,2024-12-20,2001-12,20011201
2012,2,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,24,0,24,0,24,,,,,,,1df40a4804e7b9b7,2024-12-20,2012-02,20120201
2004,11,North Carolina,Food,Shigella sonnei,,Confirmed,Restaurant: Other,77,2,26,0,26,cheese dip,,Multiple,,,,1df42a4597656e24,2024-12-20,2004-11,20041101
2002,8,Texas,Water,Cryptosporidium hominis,,Confirmed,Hotel/motel,54,0,,0,,,,,Recreational water -- treated,Pool - Other Swimming Pool,,1df5318d6b1d9adc,2024-12-20,2002-08,20020801
2000,11,California,Food,Norovirus Genogroup I,,Confirmed,Religious facility;Restaurant: Other,60,,,,,,,,,,,1df60ad3fdfa6cdb,2024-12-20,2000-11,20001101
1976,4,Oklahoma,Water,Unknown,,Suspected,School/college/university,65,,,0,,,,,Drinking water,Other,,1df6c717fb4e7ff3,2024-12-20,1976-04,19760401
2023,2,Connecticut,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,46,0,37,0,37,,,,,,,1df772bb3f6c88c2,2024-12-20,2023-02,20230201
2022,11,California,Food,Norovirus unknown,,Suspected,Restaurant: Sit-down dining,2,0,2,0,2,,,,,,,1df862c08758f3d9,2024-12-20,2022-11,20221101
2015,8,Florida,Food,Ciguatoxin,,Confirmed,Private home/residence,2,0,2,0,2,"fish, grouper","fish, grouper",Fish,,,,1df883bbb0116f21,2024-12-20,2015-08,20150801
2023,10,Pennsylvania,Indeterminate/unknown,Shigella flexneri,serotype 1 unspecified,Suspected,Residence - Single-family home,2,0,2,0,2,,,,,,,1df9a16a7d81d221,2024-12-20,2023-10,20231001
2022,7,Wisconsin,Water,Chlorine Gas,,Suspected,Camp/cabin,4,0,4,0,4,,,,Recreational water -- treated,Pool - Other Swimming Pool,,1dfae1d5a9f82faf,2024-12-20,2022-07,20220701
2016,10,Wisconsin,Food,Clostridium perfringens,,Confirmed,Private home/residence,20,0,20,0,20,ground beef,ground beef,Beef,,,,1dfe41303b9f39b8,2024-12-20,2016-10,20161001
2003,12,California,Food,Campylobacter fetus,,Suspected,Restaurant: Other,3,0,3,0,3,,,,,,,1dfe71eea3f045e1,2024-12-20,2003-12,20031201
2017,2,Connecticut,Person-to-person,,,,Long-term care/nursing home/assisted living facility,6,0,6,0,6,,,,,,,1dfecd510cd4f2e9,2024-12-20,2017-02,20170201
2023,3,Virginia,Person-to-person,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,24,0,24,0,24,,,,,,,1e00008a1a7fd959,2024-12-20,2023-03,20230301
2013,2,Ohio,Person-to-person,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Other healthcare facility,38,0,38,0,38,,,,,,,1e02ca0783d4eb3b,2024-12-20,2013-02,20130201
2016,10,Texas,Indeterminate/unknown,,,,School/college/university,61,1,61,0,61,,,,,,,1e02e872c08a4a24,2024-12-20,2016-10,20161001
2011,7,California,Food,,,,Restaurant: Other,4,0,2,0,2,,,,,,,1e03de84482f22f1,2024-12-20,2011-07,20110701
1999,9,Indiana,Food,Other - Virus,,Suspected,Caterer,280,0,70,0,72,,,,,,,1e06660cc69fb73a,2024-12-20,1999-09,19990901
1979,7,Virginia,Water,,,,Unknown,72,,,,,,,,Recreational water -- treated,Pool - Other Swimming Pool,,1e0886f08cc40947,2024-12-20,1979-07,19790701
2011,1,New York,Person-to-person,Norovirus,,Suspected,,50,,,,,,,,,,,1e0934d7c512c6dd,2024-12-20,2011-01,20110101
2015,3,Pennsylvania,Indeterminate/unknown,,,,Long-term care/nursing home/assisted living facility,14,0,14,0,14,,,,,,,1e09ae0dd7ee7dbe,2024-12-20,2015-03,20150301
2009,8,Ohio,Food,,,,,2,0,2,0,2,,,,,,,1e09bfded58f37d0,2024-12-20,2009-08,20090801
2017,1,Massachusetts,Person-to-person,Norovirus Genogroup II;Norovirus Genogroup II,GII.P16 GII.2;unknown,Suspected;Confirmed,School/college/university,46,0,46,0,46,,,,,,,1e0aad2fcbdce383,2024-12-20,2017-01,20170101
2023,8,Utah,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,18,2,17,0,17,,,,,,,1e0b489b7d2ade92,2024-12-20,2023-08,20230801
2022,2,Colorado,Food,Norovirus unknown,,Suspected,Restaurant: Sit-down dining,6,0,6,0,6,,,,,,,1e0c02ea10213c65,2024-12-20,2022-02,20220201
2011,12,Multistate,Person-to-person,Norovirus,,Suspected,,8,0,8,0,8,,,,,,,1e0c54876a05294c,2024-12-20,2011-12,20111201
2016,11,Nebraska,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,23,1,2,0,23,,,,,,,1e0c66707eefa923,2024-12-20,2016-11,20161101
2018,3,Michigan,Food,,,,Restaurant: Buffet,5,1,1,0,0,,,,,,,1e0cc0093949fe01,2024-12-20,2018-03,20180301
2013,6,Iowa,Food,Salmonella enterica,Enteritidis,Confirmed,Unknown,31,5,31,0,31,,,,,,,1e0ceb179c2c1b2c,2024-12-20,2013-06,20130601
2012,10,Connecticut,Food,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Restaurant: Sit-down dining,6,0,6,0,6,,,,,,,1e0e8f15bd620117,2024-12-20,2012-10,20121001
2009,2,Kansas,Food,,,,Restaurant: Fast-food (drive up service or pay at counter),2,0,2,0,2,,,,,,,1e1125fd3aba93c4,2024-12-20,2009-02,20090201
2013,5,Wisconsin,Indeterminate/unknown,,,,Correctional/detention facility,51,0,51,0,51,,,,,,,1e125e38fc042122,2024-12-20,2013-05,20130501
2017,3,Idaho,Food,Campylobacter,,Suspected,Farm/dairy/agricultural setting,2,0,2,0,2,"milk, unpasteurized","milk, unpasteurized",Dairy,,,,1e137a1d6ee7bf74,2024-12-20,2017-03,20170301
2002,9,Illinois,Food,Clostridium perfringens,,Confirmed,Correctional/detention facility,950,1,35,0,35,"roast beef, unspecified;potato, mashed;gravy, beef",,Multiple,,,,1e16f45da53614a1,2024-12-20,2002-09,20020901
2010,11,Ohio,Person-to-person,,,,Long-term care/nursing home/assisted living facility,37,0,37,0,37,,,,,,,1e17fac5c88cf078,2024-12-20,2010-11,20101101
2018,8,Colorado,Food,,,,Restaurant: Buffet,12,0,12,0,12,"Chicken, orange;fried rice, unspecified;chicken, teriyaki",,Multiple,,,,1e18c5c5464e9615,2024-12-20,2018-08,20180801
2018,11,Wisconsin,Food,Norovirus Genogroup I,GI.P3 GI.3,Suspected,Restaurant: Sit-down dining,3,0,3,0,3,,,,,,,1e1c8af14e168c47,2024-12-20,2018-11,20181101
2018,7,Puerto Rico,Food,Ciguatoxin,,Confirmed,Private home/residence,4,,0,0,0,"fish, hogfish",,Fish,,,,1e1ce53826929db6,2024-12-20,2018-07,20180701
2000,3,Florida,Food,,,,Restaurant: Other,3,0,2,0,2,"chicken, nuggets/fingers",,Multiple,,,,1e1dc60132e7e8bc,2024-12-20,2000-03,20000301
2017,10,Virginia,Person-to-person,Norovirus,,Suspected,School/college/university,225,0,225,0,225,,,,,,,1e1ff0322c1e1e53,2024-12-20,2017-10,20171001
2006,12,Maine,Food,Norovirus Genogroup I,,Confirmed,Long-term care/nursing home/assisted living facility,10,,,,,,,,,,,1e20d6b2d92ba05e,2024-12-20,2006-12,20061201
2015,3,Massachusetts,Person-to-person,,,,Long-term care/nursing home/assisted living facility,39,0,39,0,39,,,,,,,1e2143c9b90a123a,2024-12-20,2015-03,20150301
2019,7,Wisconsin,Food,Cyclospora cayetanensis,,Suspected,Private home/residence,7,0,6,0,7,"basil, unspecified",basil,Herbs,,,,1e21e4a84eafccc4,2024-12-20,2019-07,20190701
2011,2,Michigan,Person-to-person,Norovirus Genogroup II,,Suspected,,23,0,0,0,0,,,,,,,1e22ef37b05fa451,2024-12-20,2011-02,20110201
2017,1,Indiana,Person-to-person,Norovirus Genogroup I,unknown,Confirmed,Long-term care/nursing home/assisted living facility,35,0,35,0,35,,,,,,,1e271d19316f9ba2,2024-12-20,2017-01,20170101
1999,12,Maryland,Food,,,,Restaurant: Other,3,0,3,0,3,,,,,,,1e27abb3ad53bce8,2024-12-20,1999-12,19991201
2009,9,Washington,Food,Norovirus,,Suspected,Restaurant: Sit-down dining,4,0,4,0,4,tomatoes,,Seeded Vegetables,,,,1e2bc30039a991cf,2024-12-20,2009-09,20090901
2011,10,Wisconsin,Food,Norovirus Genogroup I,,Suspected,Caterer,12,0,12,0,12,,,,,,,1e2ccd4a648fb2ec,2024-12-20,2011-10,20111001
1999,6,Maryland,Food,,,,Restaurant: Other,2,0,2,0,2,,,,,,,1e2d512a2db38588,2024-12-20,1999-06,19990601
2019,9,Oregon,Person-to-person,Norovirus Genogroup II,,Confirmed,School/college/university,71,0,71,0,71,,,,,,,1e2f306cbe786a6a,2024-12-20,2019-09,20190901
2010,10,New York,Food,Norovirus Genogroup II,,Confirmed,Private home/residence,17,0,17,0,17,Homemade pudding cookie;Biscotti,,Multiple,,,,1e2f65edef41362a,2024-12-20,2010-10,20101001
